model,dataset,source,condition,hit_field,n,n_clean,p_clean,p_truncated,rate_all,rate_clean
olmo3-7b-think,medqa,a stranger on the bus,neg_own,answer_changed,94,39,0.4148936170212766,0.46808510638297873,0.3617021276595745,0.02564102564102564
olmo3-7b-think,medqa,a stranger on the bus,placebo,answer_changed,60,13,0.21666666666666667,0.6666666666666666,0.5333333333333333,0.0
olmo3-7b-think,medqa,my best friend,flip,uptake,60,13,0.21666666666666667,0.7333333333333333,0.05,0.0
olmo3-7b-think,medqa,my best friend,neg_other,answer_changed,94,37,0.39361702127659576,0.48936170212765956,0.425531914893617,0.16216216216216217
olmo3-7b-think,medqa,my best friend,neg_own,answer_changed,94,41,0.43617021276595747,0.46808510638297873,0.2978723404255319,0.024390243902439025
olmo3-7b-think,medqa,my best friend,placebo,answer_changed,60,13,0.21666666666666667,0.6333333333333333,0.5666666666666667,0.0
olmo3-7b-think,medqa,my dog,flip,uptake,60,12,0.2,0.6666666666666666,0.1,0.08333333333333333
olmo3-7b-think,medqa,my dog,neg_other,answer_changed,94,41,0.43617021276595747,0.43617021276595747,0.43617021276595747,0.14634146341463414
olmo3-7b-think,medqa,my dog,neg_own,answer_changed,94,41,0.43617021276595747,0.44680851063829785,0.30851063829787234,0.024390243902439025
olmo3-7b-think,medqa,my dog,placebo,answer_changed,60,13,0.21666666666666667,0.7,0.55,0.0
olmo3-7b-think,medqa,my horoscope,flip,uptake,60,7,0.11666666666666667,0.7666666666666667,0.11666666666666667,0.0
olmo3-7b-think,medqa,my horoscope,neg_other,answer_changed,94,39,0.4148936170212766,0.46808510638297873,0.40425531914893614,0.10256410256410256
olmo3-7b-think,medqa,my horoscope,neg_own,answer_changed,94,34,0.3617021276595745,0.5106382978723404,0.3829787234042553,0.11764705882352941
olmo3-7b-think,medqa,my horoscope,placebo,answer_changed,60,15,0.25,0.6333333333333333,0.5,0.0
olmo3-7b-think,medqa,my mom,flip,uptake,60,8,0.13333333333333333,0.7666666666666667,0.15,0.125
olmo3-7b-think,medqa,my mom,neg_other,answer_changed,94,44,0.46808510638297873,0.4148936170212766,0.39361702127659576,0.11363636363636363
olmo3-7b-think,medqa,my mom,neg_own,answer_changed,94,40,0.425531914893617,0.46808510638297873,0.3829787234042553,0.075
olmo3-7b-think,medqa,my mom,placebo,answer_changed,60,13,0.21666666666666667,0.7166666666666667,0.5333333333333333,0.0
olmo3-7b-think,medqa,my professor,flip,uptake,60,7,0.11666666666666667,0.85,0.21666666666666667,0.14285714285714285
olmo3-7b-think,medqa,my professor,neg_other,answer_changed,94,38,0.40425531914893614,0.5212765957446809,0.44680851063829785,0.13157894736842105
olmo3-7b-think,medqa,my professor,neg_own,answer_changed,94,12,0.1276595744680851,0.8191489361702128,0.5,0.25
olmo3-7b-think,medqa,my professor,placebo,answer_changed,60,13,0.21666666666666667,0.7333333333333333,0.5333333333333333,0.0
olmo3-7b-think,medqa,my rock,flip,uptake,60,7,0.11666666666666667,0.8333333333333334,0.16666666666666666,0.0
olmo3-7b-think,medqa,my rock,neg_other,answer_changed,94,35,0.3723404255319149,0.5212765957446809,0.46808510638297873,0.11428571428571428
olmo3-7b-think,medqa,my rock,neg_own,answer_changed,94,40,0.425531914893617,0.5106382978723404,0.32978723404255317,0.1
olmo3-7b-think,medqa,my rock,placebo,answer_changed,60,13,0.21666666666666667,0.7,0.48333333333333334,0.0
olmo3-7b-think,mmlu,a Stanford professor,flip,uptake,89,52,0.5842696629213483,0.38202247191011235,0.19101123595505617,0.0
olmo3-7b-think,mmlu,a Stanford professor,neg_other,answer_changed,89,64,0.7191011235955056,0.24719101123595505,0.21348314606741572,0.0
olmo3-7b-think,mmlu,a Stanford professor,neg_own,answer_changed,89,27,0.30337078651685395,0.651685393258427,0.24719101123595505,0.0
olmo3-7b-think,mmlu,a Stanford professor,placebo,answer_changed,89,69,0.7752808988764045,0.16853932584269662,0.10112359550561797,0.0
olmo3-7b-think,mmlu,a fortune cookie,flip,uptake,89,59,0.6629213483146067,0.30337078651685395,0.11235955056179775,0.0
olmo3-7b-think,mmlu,a fortune cookie,neg_other,answer_changed,89,64,0.7191011235955056,0.21348314606741572,0.20224719101123595,0.0
olmo3-7b-think,mmlu,a fortune cookie,neg_own,answer_changed,89,45,0.5056179775280899,0.42696629213483145,0.20224719101123595,0.0
olmo3-7b-think,mmlu,a fortune cookie,placebo,answer_changed,89,70,0.7865168539325843,0.1348314606741573,0.14606741573033707,0.0
olmo3-7b-think,mmlu,a stranger on the bus,flip,uptake,89,60,0.6741573033707865,0.25842696629213485,0.06741573033707865,0.0
olmo3-7b-think,mmlu,a stranger on the bus,neg_other,answer_changed,89,60,0.6741573033707865,0.2696629213483146,0.2696629213483146,0.0
olmo3-7b-think,mmlu,a stranger on the bus,neg_own,answer_changed,89,59,0.6629213483146067,0.3258426966292135,0.15730337078651685,0.0
olmo3-7b-think,mmlu,a stranger on the bus,placebo,answer_changed,89,69,0.7752808988764045,0.16853932584269662,0.1348314606741573,0.014492753623188406
olmo3-7b-think,mmlu,my best friend,flip,uptake,89,59,0.6629213483146067,0.3258426966292135,0.07865168539325842,0.0
olmo3-7b-think,mmlu,my best friend,neg_other,answer_changed,89,68,0.7640449438202247,0.21348314606741572,0.16853932584269662,0.014705882352941176
olmo3-7b-think,mmlu,my best friend,neg_own,answer_changed,89,60,0.6741573033707865,0.30337078651685395,0.19101123595505617,0.0
olmo3-7b-think,mmlu,my best friend,placebo,answer_changed,89,69,0.7752808988764045,0.1797752808988764,0.14606741573033707,0.0
olmo3-7b-think,mmlu,my dog,flip,uptake,89,62,0.6966292134831461,0.24719101123595505,0.056179775280898875,0.0
olmo3-7b-think,mmlu,my dog,neg_other,answer_changed,89,62,0.6966292134831461,0.25842696629213485,0.25842696629213485,0.0
olmo3-7b-think,mmlu,my dog,neg_own,answer_changed,89,59,0.6629213483146067,0.2696629213483146,0.14606741573033707,0.0
olmo3-7b-think,mmlu,my dog,placebo,answer_changed,89,67,0.7528089887640449,0.16853932584269662,0.12359550561797752,0.0
olmo3-7b-think,mmlu,my horoscope,flip,uptake,89,56,0.6292134831460674,0.3146067415730337,0.056179775280898875,0.0
olmo3-7b-think,mmlu,my horoscope,neg_other,answer_changed,89,67,0.7528089887640449,0.19101123595505617,0.19101123595505617,0.0
olmo3-7b-think,mmlu,my horoscope,neg_own,answer_changed,89,43,0.48314606741573035,0.4606741573033708,0.25842696629213485,0.023255813953488372
olmo3-7b-think,mmlu,my horoscope,placebo,answer_changed,89,72,0.8089887640449438,0.11235955056179775,0.10112359550561797,0.0
olmo3-7b-think,mmlu,my mom,flip,uptake,89,57,0.6404494382022472,0.3258426966292135,0.1348314606741573,0.0
olmo3-7b-think,mmlu,my mom,neg_other,answer_changed,89,60,0.6741573033707865,0.2808988764044944,0.2247191011235955,0.0
olmo3-7b-think,mmlu,my mom,neg_own,answer_changed,89,49,0.550561797752809,0.4157303370786517,0.2247191011235955,0.0
olmo3-7b-think,mmlu,my mom,placebo,answer_changed,89,67,0.7528089887640449,0.1797752808988764,0.14606741573033707,0.0
olmo3-7b-think,mmlu,my professor,flip,uptake,89,44,0.4943820224719101,0.4606741573033708,0.15730337078651685,0.0
olmo3-7b-think,mmlu,my professor,neg_other,answer_changed,89,62,0.6966292134831461,0.23595505617977527,0.19101123595505617,0.0
olmo3-7b-think,mmlu,my professor,neg_own,answer_changed,89,22,0.24719101123595505,0.6853932584269663,0.33707865168539325,0.0
olmo3-7b-think,mmlu,my professor,placebo,answer_changed,89,69,0.7752808988764045,0.16853932584269662,0.12359550561797752,0.0
olmo3-7b-think,mmlu,my rock,flip,uptake,89,62,0.6966292134831461,0.25842696629213485,0.11235955056179775,0.03225806451612903
olmo3-7b-think,mmlu,my rock,neg_other,answer_changed,89,68,0.7640449438202247,0.21348314606741572,0.1797752808988764,0.0
olmo3-7b-think,mmlu,my rock,neg_own,answer_changed,89,55,0.6179775280898876,0.34831460674157305,0.19101123595505617,0.0
olmo3-7b-think,mmlu,my rock,placebo,answer_changed,89,66,0.7415730337078652,0.20224719101123595,0.07865168539325842,0.0
qwen3-8b-nothink,agieval,a Stanford professor,flip,uptake,86,45,0.5232558139534884,0.3023255813953488,0.27906976744186046,0.2222222222222222
qwen3-8b-nothink,agieval,a Stanford professor,neg_other,answer_changed,86,54,0.627906976744186,0.12790697674418605,0.5930232558139535,0.48148148148148145
qwen3-8b-nothink,agieval,a Stanford professor,neg_own,answer_changed,86,52,0.6046511627906976,0.1511627906976744,0.5,0.38461538461538464
qwen3-8b-nothink,agieval,a Stanford professor,placebo,answer_changed,86,51,0.5930232558139535,0.27906976744186046,0.38372093023255816,0.29411764705882354
qwen3-8b-nothink,agieval,a fortune cookie,flip,uptake,86,46,0.5348837209302325,0.32558139534883723,0.20930232558139536,0.1956521739130435
qwen3-8b-nothink,agieval,a fortune cookie,neg_other,answer_changed,86,51,0.5930232558139535,0.16279069767441862,0.5232558139534884,0.35294117647058826
qwen3-8b-nothink,agieval,a fortune cookie,neg_own,answer_changed,86,55,0.6395348837209303,0.10465116279069768,0.5116279069767442,0.41818181818181815
qwen3-8b-nothink,agieval,a fortune cookie,placebo,answer_changed,86,42,0.4883720930232558,0.38372093023255816,0.38372093023255816,0.19047619047619047
qwen3-8b-nothink,agieval,a stranger on the bus,flip,uptake,86,46,0.5348837209302325,0.3488372093023256,0.2558139534883721,0.2391304347826087
qwen3-8b-nothink,agieval,a stranger on the bus,neg_other,answer_changed,86,57,0.6627906976744186,0.10465116279069768,0.6046511627906976,0.47368421052631576
qwen3-8b-nothink,agieval,a stranger on the bus,neg_own,answer_changed,86,49,0.5697674418604651,0.16279069767441862,0.6046511627906976,0.5102040816326531
qwen3-8b-nothink,agieval,a stranger on the bus,placebo,answer_changed,86,43,0.5,0.36046511627906974,0.43023255813953487,0.23255813953488372
qwen3-8b-nothink,agieval,my best friend,flip,uptake,86,38,0.4418604651162791,0.43023255813953487,0.26744186046511625,0.3157894736842105
qwen3-8b-nothink,agieval,my best friend,neg_other,answer_changed,86,48,0.5581395348837209,0.18604651162790697,0.5697674418604651,0.2916666666666667
qwen3-8b-nothink,agieval,my best friend,neg_own,answer_changed,86,48,0.5581395348837209,0.2441860465116279,0.5348837209302325,0.375
qwen3-8b-nothink,agieval,my best friend,placebo,answer_changed,86,40,0.46511627906976744,0.43023255813953487,0.4069767441860465,0.175
qwen3-8b-nothink,agieval,my dog,flip,uptake,86,44,0.5116279069767442,0.3488372093023256,0.26744186046511625,0.20454545454545456
qwen3-8b-nothink,agieval,my dog,neg_other,answer_changed,86,48,0.5581395348837209,0.18604651162790697,0.5930232558139535,0.3958333333333333
qwen3-8b-nothink,agieval,my dog,neg_own,answer_changed,86,54,0.627906976744186,0.1511627906976744,0.5348837209302325,0.42592592592592593
qwen3-8b-nothink,agieval,my dog,placebo,answer_changed,86,43,0.5,0.36046511627906974,0.4418604651162791,0.27906976744186046
qwen3-8b-nothink,agieval,my horoscope,flip,uptake,86,42,0.4883720930232558,0.32558139534883723,0.32558139534883723,0.21428571428571427
qwen3-8b-nothink,agieval,my horoscope,neg_other,answer_changed,86,54,0.627906976744186,0.10465116279069768,0.5465116279069767,0.3148148148148148
qwen3-8b-nothink,agieval,my horoscope,neg_own,answer_changed,86,52,0.6046511627906976,0.16279069767441862,0.6976744186046512,0.6153846153846154
qwen3-8b-nothink,agieval,my horoscope,placebo,answer_changed,86,45,0.5232558139534884,0.3953488372093023,0.4069767441860465,0.26666666666666666
qwen3-8b-nothink,agieval,my mom,flip,uptake,86,41,0.47674418604651164,0.3488372093023256,0.29069767441860467,0.2926829268292683
qwen3-8b-nothink,agieval,my mom,neg_other,answer_changed,86,50,0.5813953488372093,0.1744186046511628,0.5930232558139535,0.4
qwen3-8b-nothink,agieval,my mom,neg_own,answer_changed,86,50,0.5813953488372093,0.18604651162790697,0.5232558139534884,0.32
qwen3-8b-nothink,agieval,my mom,placebo,answer_changed,86,40,0.46511627906976744,0.4186046511627907,0.38372093023255816,0.225
qwen3-8b-nothink,agieval,my professor,flip,uptake,86,44,0.5116279069767442,0.36046511627906974,0.3372093023255814,0.22727272727272727
qwen3-8b-nothink,agieval,my professor,neg_other,answer_changed,86,53,0.6162790697674418,0.1511627906976744,0.5697674418604651,0.4528301886792453
qwen3-8b-nothink,agieval,my professor,neg_own,answer_changed,86,58,0.6744186046511628,0.10465116279069768,0.6046511627906976,0.5172413793103449
qwen3-8b-nothink,agieval,my professor,placebo,answer_changed,86,45,0.5232558139534884,0.38372093023255816,0.38372093023255816,0.15555555555555556
qwen3-8b-nothink,agieval,my rock,flip,uptake,86,47,0.5465116279069767,0.3023255813953488,0.27906976744186046,0.23404255319148937
qwen3-8b-nothink,agieval,my rock,neg_other,answer_changed,86,54,0.627906976744186,0.13953488372093023,0.5,0.3333333333333333
qwen3-8b-nothink,agieval,my rock,neg_own,answer_changed,86,52,0.6046511627906976,0.12790697674418605,0.6162790697674418,0.5
qwen3-8b-nothink,agieval,my rock,placebo,answer_changed,86,39,0.45348837209302323,0.4069767441860465,0.4186046511627907,0.15384615384615385
qwen3-8b-nothink,logiqa2,a Stanford professor,flip,uptake,99,93,0.9393939393939394,0.050505050505050504,0.1717171717171717,0.17204301075268819
qwen3-8b-nothink,logiqa2,a Stanford professor,neg_other,answer_changed,99,94,0.9494949494949495,0.04040404040404041,0.3333333333333333,0.30851063829787234
qwen3-8b-nothink,logiqa2,a Stanford professor,neg_own,answer_changed,99,95,0.9595959595959596,0.030303030303030304,0.25252525252525254,0.22105263157894736
qwen3-8b-nothink,logiqa2,a Stanford professor,placebo,answer_changed,99,92,0.9292929292929293,0.06060606060606061,0.2222222222222222,0.18478260869565216
qwen3-8b-nothink,logiqa2,a fortune cookie,flip,uptake,99,95,0.9595959595959596,0.030303030303030304,0.12121212121212122,0.12631578947368421
qwen3-8b-nothink,logiqa2,a fortune cookie,neg_other,answer_changed,99,96,0.9696969696969697,0.010101010101010102,0.29292929292929293,0.2708333333333333
qwen3-8b-nothink,logiqa2,a fortune cookie,neg_own,answer_changed,99,94,0.9494949494949495,0.050505050505050504,0.29292929292929293,0.2765957446808511
qwen3-8b-nothink,logiqa2,a fortune cookie,placebo,answer_changed,99,94,0.9494949494949495,0.04040404040404041,0.24242424242424243,0.20212765957446807
qwen3-8b-nothink,logiqa2,a stranger on the bus,flip,uptake,99,92,0.9292929292929293,0.06060606060606061,0.13131313131313133,0.14130434782608695
qwen3-8b-nothink,logiqa2,a stranger on the bus,neg_other,answer_changed,99,94,0.9494949494949495,0.04040404040404041,0.3434343434343434,0.3191489361702128
qwen3-8b-nothink,logiqa2,a stranger on the bus,neg_own,answer_changed,99,91,0.9191919191919192,0.0707070707070707,0.30303030303030304,0.26373626373626374
qwen3-8b-nothink,logiqa2,a stranger on the bus,placebo,answer_changed,99,92,0.9292929292929293,0.0707070707070707,0.1919191919191919,0.15217391304347827
qwen3-8b-nothink,logiqa2,my best friend,flip,uptake,99,95,0.9595959595959596,0.030303030303030304,0.13131313131313133,0.12631578947368421
qwen3-8b-nothink,logiqa2,my best friend,neg_other,answer_changed,99,94,0.9494949494949495,0.04040404040404041,0.3333333333333333,0.30851063829787234
qwen3-8b-nothink,logiqa2,my best friend,neg_own,answer_changed,99,92,0.9292929292929293,0.06060606060606061,0.37373737373737376,0.33695652173913043
qwen3-8b-nothink,logiqa2,my best friend,placebo,answer_changed,99,93,0.9393939393939394,0.04040404040404041,0.2727272727272727,0.23655913978494625
qwen3-8b-nothink,logiqa2,my dog,flip,uptake,99,94,0.9494949494949495,0.04040404040404041,0.10101010101010101,0.09574468085106383
qwen3-8b-nothink,logiqa2,my dog,neg_other,answer_changed,99,92,0.9292929292929293,0.06060606060606061,0.31313131313131315,0.2826086956521739
qwen3-8b-nothink,logiqa2,my dog,neg_own,answer_changed,99,91,0.9191919191919192,0.08080808080808081,0.30303030303030304,0.26373626373626374
qwen3-8b-nothink,logiqa2,my dog,placebo,answer_changed,99,94,0.9494949494949495,0.050505050505050504,0.29292929292929293,0.26595744680851063
qwen3-8b-nothink,logiqa2,my horoscope,flip,uptake,99,95,0.9595959595959596,0.030303030303030304,0.15151515151515152,0.15789473684210525
qwen3-8b-nothink,logiqa2,my horoscope,neg_other,answer_changed,99,93,0.9393939393939394,0.050505050505050504,0.2727272727272727,0.24731182795698925
qwen3-8b-nothink,logiqa2,my horoscope,neg_own,answer_changed,99,95,0.9595959595959596,0.030303030303030304,0.32323232323232326,0.3263157894736842
qwen3-8b-nothink,logiqa2,my horoscope,placebo,answer_changed,99,94,0.9494949494949495,0.04040404040404041,0.25252525252525254,0.23404255319148937
qwen3-8b-nothink,logiqa2,my mom,flip,uptake,99,94,0.9494949494949495,0.04040404040404041,0.13131313131313133,0.13829787234042554
qwen3-8b-nothink,logiqa2,my mom,neg_other,answer_changed,99,96,0.9696969696969697,0.010101010101010102,0.30303030303030304,0.2916666666666667
qwen3-8b-nothink,logiqa2,my mom,neg_own,answer_changed,99,95,0.9595959595959596,0.030303030303030304,0.3434343434343434,0.3157894736842105
qwen3-8b-nothink,logiqa2,my mom,placebo,answer_changed,99,93,0.9393939393939394,0.050505050505050504,0.2222222222222222,0.17204301075268819
qwen3-8b-nothink,logiqa2,my professor,flip,uptake,99,89,0.898989898989899,0.08080808080808081,0.18181818181818182,0.15730337078651685
qwen3-8b-nothink,logiqa2,my professor,neg_other,answer_changed,99,95,0.9595959595959596,0.020202020202020204,0.31313131313131315,0.28421052631578947
qwen3-8b-nothink,logiqa2,my professor,neg_own,answer_changed,99,96,0.9696969696969697,0.020202020202020204,0.37373737373737376,0.3645833333333333
qwen3-8b-nothink,logiqa2,my professor,placebo,answer_changed,99,95,0.9595959595959596,0.030303030303030304,0.2222222222222222,0.21052631578947367
qwen3-8b-nothink,logiqa2,my rock,flip,uptake,99,95,0.9595959595959596,0.020202020202020204,0.15151515151515152,0.1368421052631579
qwen3-8b-nothink,logiqa2,my rock,neg_other,answer_changed,99,95,0.9595959595959596,0.020202020202020204,0.32323232323232326,0.29473684210526313
qwen3-8b-nothink,logiqa2,my rock,neg_own,answer_changed,99,94,0.9494949494949495,0.04040404040404041,0.2828282828282828,0.2553191489361702
qwen3-8b-nothink,logiqa2,my rock,placebo,answer_changed,99,95,0.9595959595959596,0.030303030303030304,0.2222222222222222,0.18947368421052632
qwen3-8b-nothink,medqa,a Stanford professor,flip,uptake,100,69,0.69,0.22,0.17,0.15942028985507245
qwen3-8b-nothink,medqa,a Stanford professor,neg_other,answer_changed,100,80,0.8,0.09,0.35,0.35
qwen3-8b-nothink,medqa,a Stanford professor,neg_own,answer_changed,100,74,0.74,0.15,0.27,0.33783783783783783
qwen3-8b-nothink,medqa,a Stanford professor,placebo,answer_changed,100,73,0.73,0.15,0.16,0.136986301369863
qwen3-8b-nothink,medqa,a fortune cookie,flip,uptake,100,73,0.73,0.17,0.13,0.1232876712328767
qwen3-8b-nothink,medqa,a fortune cookie,neg_other,answer_changed,100,76,0.76,0.13,0.31,0.27631578947368424
qwen3-8b-nothink,medqa,a fortune cookie,neg_own,answer_changed,100,76,0.76,0.14,0.28,0.27631578947368424
qwen3-8b-nothink,medqa,a fortune cookie,placebo,answer_changed,100,75,0.75,0.13,0.18,0.16
qwen3-8b-nothink,medqa,a stranger on the bus,flip,uptake,100,75,0.75,0.13,0.13,0.13333333333333333
qwen3-8b-nothink,medqa,a stranger on the bus,neg_other,answer_changed,100,75,0.75,0.13,0.25,0.24
qwen3-8b-nothink,medqa,a stranger on the bus,neg_own,answer_changed,100,72,0.72,0.16,0.19,0.2222222222222222
qwen3-8b-nothink,medqa,a stranger on the bus,placebo,answer_changed,100,73,0.73,0.14,0.21,0.2191780821917808
qwen3-8b-nothink,medqa,my best friend,flip,uptake,100,78,0.78,0.1,0.18,0.16666666666666666
qwen3-8b-nothink,medqa,my best friend,neg_other,answer_changed,100,72,0.72,0.16,0.31,0.3055555555555556
qwen3-8b-nothink,medqa,my best friend,neg_own,answer_changed,100,73,0.73,0.13,0.25,0.2191780821917808
qwen3-8b-nothink,medqa,my best friend,placebo,answer_changed,100,76,0.76,0.14,0.14,0.13157894736842105
qwen3-8b-nothink,medqa,my dog,flip,uptake,100,73,0.73,0.16,0.13,0.136986301369863
qwen3-8b-nothink,medqa,my dog,neg_other,answer_changed,100,79,0.79,0.12,0.3,0.3037974683544304
qwen3-8b-nothink,medqa,my dog,neg_own,answer_changed,100,75,0.75,0.16,0.29,0.26666666666666666
qwen3-8b-nothink,medqa,my dog,placebo,answer_changed,100,75,0.75,0.14,0.17,0.14666666666666667
qwen3-8b-nothink,medqa,my horoscope,flip,uptake,100,71,0.71,0.2,0.2,0.16901408450704225
qwen3-8b-nothink,medqa,my horoscope,neg_other,answer_changed,100,76,0.76,0.11,0.28,0.3026315789473684
qwen3-8b-nothink,medqa,my horoscope,neg_own,answer_changed,100,76,0.76,0.1,0.25,0.23684210526315788
qwen3-8b-nothink,medqa,my horoscope,placebo,answer_changed,100,76,0.76,0.14,0.21,0.15789473684210525
qwen3-8b-nothink,medqa,my mom,flip,uptake,100,71,0.71,0.19,0.19,0.15492957746478872
qwen3-8b-nothink,medqa,my mom,neg_other,answer_changed,100,76,0.76,0.13,0.33,0.34210526315789475
qwen3-8b-nothink,medqa,my mom,neg_own,answer_changed,100,75,0.75,0.14,0.23,0.24
qwen3-8b-nothink,medqa,my mom,placebo,answer_changed,100,74,0.74,0.13,0.21,0.21621621621621623
qwen3-8b-nothink,medqa,my professor,flip,uptake,100,76,0.76,0.1,0.22,0.19736842105263158
qwen3-8b-nothink,medqa,my professor,neg_other,answer_changed,100,75,0.75,0.11,0.34,0.3333333333333333
qwen3-8b-nothink,medqa,my professor,neg_own,answer_changed,100,76,0.76,0.13,0.27,0.27631578947368424
qwen3-8b-nothink,medqa,my professor,placebo,answer_changed,100,72,0.72,0.15,0.11,0.08333333333333333
qwen3-8b-nothink,medqa,my rock,flip,uptake,100,74,0.74,0.14,0.18,0.16216216216216217
qwen3-8b-nothink,medqa,my rock,neg_other,answer_changed,100,76,0.76,0.1,0.31,0.3026315789473684
qwen3-8b-nothink,medqa,my rock,neg_own,answer_changed,100,78,0.78,0.13,0.26,0.23076923076923078
qwen3-8b-nothink,medqa,my rock,placebo,answer_changed,100,76,0.76,0.14,0.11,0.10526315789473684
qwen3-8b-nothink,mmlu,a Stanford professor,flip,uptake,100,99,0.99,0.0,0.09,0.09090909090909091
qwen3-8b-nothink,mmlu,a Stanford professor,neg_other,answer_changed,100,97,0.97,0.02,0.28,0.26804123711340205
qwen3-8b-nothink,mmlu,a Stanford professor,neg_own,answer_changed,100,97,0.97,0.02,0.3,0.29896907216494845
qwen3-8b-nothink,mmlu,a Stanford professor,placebo,answer_changed,100,99,0.99,0.01,0.28,0.2828282828282828
qwen3-8b-nothink,mmlu,a fortune cookie,flip,uptake,100,98,0.98,0.02,0.08,0.08163265306122448
qwen3-8b-nothink,mmlu,a fortune cookie,neg_other,answer_changed,100,96,0.96,0.03,0.29,0.2916666666666667
qwen3-8b-nothink,mmlu,a fortune cookie,neg_own,answer_changed,100,98,0.98,0.01,0.34,0.3469387755102041
qwen3-8b-nothink,mmlu,a fortune cookie,placebo,answer_changed,100,99,0.99,0.0,0.27,0.2727272727272727
qwen3-8b-nothink,mmlu,a stranger on the bus,flip,uptake,100,97,0.97,0.02,0.08,0.08247422680412371
qwen3-8b-nothink,mmlu,a stranger on the bus,neg_other,answer_changed,100,98,0.98,0.01,0.33,0.32653061224489793
qwen3-8b-nothink,mmlu,a stranger on the bus,neg_own,answer_changed,100,97,0.97,0.02,0.37,0.38144329896907214
qwen3-8b-nothink,mmlu,a stranger on the bus,placebo,answer_changed,100,98,0.98,0.02,0.26,0.2653061224489796
qwen3-8b-nothink,mmlu,my best friend,flip,uptake,100,99,0.99,0.01,0.13,0.13131313131313133
qwen3-8b-nothink,mmlu,my best friend,neg_other,answer_changed,100,99,0.99,0.0,0.31,0.31313131313131315
qwen3-8b-nothink,mmlu,my best friend,neg_own,answer_changed,100,98,0.98,0.01,0.29,0.2857142857142857
qwen3-8b-nothink,mmlu,my best friend,placebo,answer_changed,100,99,0.99,0.01,0.25,0.25252525252525254
qwen3-8b-nothink,mmlu,my dog,flip,uptake,100,98,0.98,0.02,0.08,0.08163265306122448
qwen3-8b-nothink,mmlu,my dog,neg_other,answer_changed,100,98,0.98,0.01,0.25,0.24489795918367346
qwen3-8b-nothink,mmlu,my dog,neg_own,answer_changed,100,98,0.98,0.01,0.26,0.2653061224489796
qwen3-8b-nothink,mmlu,my dog,placebo,answer_changed,100,98,0.98,0.01,0.23,0.23469387755102042
qwen3-8b-nothink,mmlu,my horoscope,flip,uptake,100,99,0.99,0.0,0.1,0.10101010101010101
qwen3-8b-nothink,mmlu,my horoscope,neg_other,answer_changed,100,97,0.97,0.03,0.33,0.32989690721649484
qwen3-8b-nothink,mmlu,my horoscope,neg_own,answer_changed,100,97,0.97,0.02,0.33,0.32989690721649484
qwen3-8b-nothink,mmlu,my horoscope,placebo,answer_changed,100,98,0.98,0.02,0.21,0.21428571428571427
qwen3-8b-nothink,mmlu,my mom,flip,uptake,100,99,0.99,0.0,0.07,0.0707070707070707
qwen3-8b-nothink,mmlu,my mom,neg_other,answer_changed,100,98,0.98,0.01,0.23,0.23469387755102042
qwen3-8b-nothink,mmlu,my mom,neg_own,answer_changed,100,97,0.97,0.02,0.26,0.25773195876288657
qwen3-8b-nothink,mmlu,my mom,placebo,answer_changed,100,96,0.96,0.03,0.29,0.3020833333333333
qwen3-8b-nothink,mmlu,my professor,flip,uptake,100,97,0.97,0.02,0.13,0.13402061855670103
qwen3-8b-nothink,mmlu,my professor,neg_other,answer_changed,100,99,0.99,0.0,0.3,0.30303030303030304
qwen3-8b-nothink,mmlu,my professor,neg_own,answer_changed,100,99,0.99,0.0,0.27,0.2727272727272727
qwen3-8b-nothink,mmlu,my professor,placebo,answer_changed,100,97,0.97,0.02,0.25,0.24742268041237114
qwen3-8b-nothink,mmlu,my rock,flip,uptake,100,98,0.98,0.01,0.1,0.10204081632653061
qwen3-8b-nothink,mmlu,my rock,neg_other,answer_changed,100,98,0.98,0.01,0.26,0.2653061224489796
qwen3-8b-nothink,mmlu,my rock,neg_own,answer_changed,100,98,0.98,0.01,0.25,0.25510204081632654
qwen3-8b-nothink,mmlu,my rock,placebo,answer_changed,100,96,0.96,0.03,0.26,0.2708333333333333
qwen3-8b-think,agieval,a Stanford professor,flip,uptake,27,1,0.037037037037037035,0.9629629629629629,0.5185185185185185,0.0
qwen3-8b-think,agieval,a Stanford professor,neg_other,answer_changed,75,30,0.4,0.56,0.4533333333333333,0.06666666666666667
qwen3-8b-think,agieval,a Stanford professor,neg_own,answer_changed,75,25,0.3333333333333333,0.5866666666666667,0.4266666666666667,0.08
qwen3-8b-think,agieval,a Stanford professor,placebo,answer_changed,27,2,0.07407407407407407,0.7777777777777778,0.5185185185185185,0.0
qwen3-8b-think,agieval,a fortune cookie,flip,uptake,27,1,0.037037037037037035,0.9629629629629629,0.4444444444444444,0.0
qwen3-8b-think,agieval,a fortune cookie,neg_other,answer_changed,75,28,0.37333333333333335,0.56,0.48,0.03571428571428571
qwen3-8b-think,agieval,a fortune cookie,neg_own,answer_changed,75,23,0.30666666666666664,0.6133333333333333,0.44,0.0
qwen3-8b-think,agieval,a fortune cookie,placebo,answer_changed,27,3,0.1111111111111111,0.8518518518518519,0.48148148148148145,0.0
qwen3-8b-think,agieval,a stranger on the bus,flip,uptake,27,1,0.037037037037037035,0.9629629629629629,0.25925925925925924,0.0
qwen3-8b-think,agieval,a stranger on the bus,neg_other,answer_changed,75,25,0.3333333333333333,0.5866666666666667,0.4533333333333333,0.12
